PR Number,Title,Created At,Updated At,State,Files Changed,Total Comments,Decision Time,URL,Type of Change,LOC Changed,Closed Date,Integration,Author,Formatted Comments
51693,"Add ""auto"" HVAC mode to Advantage Air",2021-06-10 04:06:34+00:00,2021-07-18 03:35:07+00:00,merged,2,2,18,https://github.com/home-assistant/core/pull/51693,New feature (which adds functionality to an existing integration),24,2021-06-28T09:21:25Z,advantage_air,Bre77,"(review comment from reviewer) [2021-06-11T08:17:01Z] I would prefer this as a single base list that HVAC_MODE_AUTO is appended to if it's available, instead of having two copies that need to be kept in sync.
(review comment from author) [2021-06-14T04:01:26Z] @viiru- I have pushed a change to address this.

`if self._ac.get(""myAutoModeEnabled""):
    return AC_HVAC_MODES + [HVAC_MODE_AUTO];
return AC_HVAC_MODES`"
90893,Make repairs out of select supervisor issues,2023-04-06 02:58:12+00:00,2023-04-24 17:48:34+00:00,merged,9,7,13,https://github.com/home-assistant/core/pull/90893,New feature (which adds functionality to an existing integration),1256,2023-04-19T06:07:39Z,hassio,mdegat01,"(review comment from reviewer) [2023-04-12T09:49:22Z] How can it return `dict` when its decorated with `@_api_bool`?
(review comment from author) [2023-04-14T17:07:24Z] It can't. Was left from before. Fixed
(review comment from reviewer) [2023-04-19T06:27:57Z] This method can preferably be a `classmethod` as it returns an instance of the class.
(review comment from reviewer) [2023-04-19T06:28:29Z] Same here.
(review comment from reviewer) [2023-04-19T06:30:17Z] Ternary operator expressions that span more than one line are hard to read.
(review comment from reviewer) [2023-04-19T06:33:04Z] Please break long strings and comments around 88 characters per line.
(review comment from reviewer) [2023-04-19T06:40:02Z] Copying a dict to a set uses the keys by default. We can remove `.keys()`."
104881,Add consider home interval to ping,2023-12-01 15:32:52+00:00,2023-12-23 14:01:46+00:00,merged,7,3,20,https://github.com/home-assistant/core/pull/104881,New feature (which adds functionality to an existing integration),98,2023-12-22T13:50:58Z,ping,jpbede,"(review comment from reviewer) [2023-12-01T19:15:00Z] I am not seeing this option in the platform schema, was it removed in an earlier change?
(review comment from author) [2023-12-01T19:41:07Z] It is included in `BASE_PLATFORM_SCHEMA`, which is extended in line 33.
(review comment from reviewer) [2023-12-01T19:41:59Z] Ah okay
(issue comment from reviewer) [2023-12-01T19:42:57Z] May be you need a docs PR?

(issue comment from author) [2023-12-01T19:44:20Z] > May be you need a docs PR?

A hint to the option in the options flow would indeed not be amiss.
(issue comment from reviewer) [2023-12-08T09:36:37Z] > I don't know if this should be included in version 2023.12, but since it's a new feature, I don't think so.

@jpbede considering this seems to break functionality (updating from 2023.11 to 12), wouldn't it better to include it in the next minor? Or am I missing something and there's a way to replicate `consider_home` in 2023.12 anyway?

(issue comment from reviewer) [2023-12-08T13:21:12Z] > > I don't know if this should be included in version 2023.12, but since it's a new feature, I don't think so.
> 
> @jpbede considering this seems to break functionality (updating from 2023.11 to 12), wouldn't it better to include it in the next minor? Or am I missing something and there's a way to replicate `consider_home` in 2023.12 anyway?

Yes, please, add this fix to the next minor release. This seems to have broken the presence detector tied to my iPhone. 
After the update to 2023.12, my entries have been imported in the UI config flow, and even leaving the consider_home attribute in the ping device_tracker integration yaml config does not seem to have any effect. This results in my iPhone shown as not_home very often, while it has been rock solid for me for years.
(issue comment from reviewer) [2023-12-08T15:19:19Z] Actually, the breakage seems to be worst than I initially thought.
I've tried patching just the core part of the fix proposed with this PR, i.e. the device_tracker.py as follows:
![Screenshot 2023-12-08 at 16 18 11](https://github.com/home-assistant/core/assets/25389602/5d0ff112-8d12-4329-895a-7433959b0d4b)

but after the consider_time that I hardcoded to 10 minutes (600s), my iPhone is still reported as offline from time to time.
I've had a look at the main PR that adds config flow to Ping integration (PR #103743), and it seems changes are quite extensive there.
I'm afraid this PR might have introduced a regression in this component.
As I said, this integration has been rock solid for years, but now it seems broken.

(issue comment from reviewer) [2023-12-08T16:06:15Z] @quaqo @LeoCal The PR owner does not control what version it gets merged into.  Please do not crowd PRs with off topic posts.
(issue comment from reviewer) [2023-12-08T16:06:29Z] Ok, just to add some more data points to this: I've started experiencing flakiness with ping integration starting from 2023.12.0. Before that, and up to 2023.11.3, there was no flakiness at all."
79430,Add Switcher runner support,2022-10-01 19:46:11+00:00,2022-10-14 22:01:51+00:00,merged,4,5,12,https://github.com/home-assistant/core/pull/79430,New feature (which adds functionality to an existing integration),334,2022-10-13T21:20:13Z,,,"(issue comment from reviewer) [2022-10-01T19:46:15Z] Hey there @tomerfi, mind taking a look at this pull request as it has been labeled with an integration (`switcher_kis`) you are listed as a [code owner](https://github.com/home-assistant/core/blob/dev/CODEOWNERS#L1109) for? Thanks!
(review comment from reviewer) [2022-10-11T04:37:14Z] ```suggestion
```


(review comment from reviewer) [2022-10-11T04:37:47Z] maybe better as `SwitcherCoverEntity` class attribute
(review comment from reviewer) [2022-10-11T04:40:33Z] ```suggestion
    _attr_supported_features: int = (
        CoverEntityFeature.OPEN
        | CoverEntityFeature.CLOSE
        | CoverEntityFeature.SET_POSITION
        | CoverEntityFeature.STOP
    )

```
(review comment from reviewer) [2022-10-11T06:46:03Z] Thanks, moved
(review comment from reviewer) [2022-10-13T20:52:56Z] maybe make this string a constant ?
(issue comment from reviewer) [2022-10-13T21:16:10Z] Thanks!"
50107,Add climate domain to template integration,2021-05-05 08:31:59+00:00,2022-01-12 08:01:58+00:00,closed,3,0,250,https://github.com/home-assistant/core/pull/50107,New feature (which adds functionality to an existing integration),483,2022-01-11T07:05:13Z,climate,davidlang42,"(issue comment from author) [2021-06-11T22:17:14Z] Hi @PhracturedBlue @tetienne is there any chance one of you could review this? It fills an important gap in the built in template integration and followed all the same paradigms as the existing template code. Should be a quick one!
(issue comment from reviewer) [2021-07-05T07:25:12Z] @frenk This PR could also be a case of wrong codeowner tagging. Could you tag the correct one please so it can go forward ? Thanks.
(issue comment from reviewer) [2021-07-05T08:19:37Z] @davidlang42 It seems that the bot tagged the wrong people. That may explain why this PR has less exposure than you expect. AFAIU from commits and comments @emontnemery is the code owner of the template integration.
(issue comment from author) [2021-07-05T08:25:56Z] Thanks @FrnchFrgg, I appreciate the help!
@emontnemery, let me know if there is anything you'd like changed- I've tried to mimic the other template entities very closely.
(issue comment from reviewer) [2021-07-05T09:37:00Z] @PhracturedBlue and @tetienne are listed as codeowners for the `template` integration, I'm not sure why they've not been tagged by the bot
(issue comment from reviewer) [2021-07-05T09:37:43Z] (Close + open to retrigger CI)
(issue comment from reviewer) [2021-07-05T09:44:57Z] Three general comments:
- Please update the PR to make use of the `_attr-*` attributes, for example drop the `def name()` and replace it with just assigning to `self._attr_name`.
- Don't do unconditional optimistic state updates, for example in `async_set_fan_mode`, only update `self._fan_mode` if there is no `self._fan_mode_template`
- Please add tests
(issue comment from reviewer) [2021-07-06T09:24:29Z] @emontnemery I think a more pressing problem is that you were not tagged, neither in this PR nor in others about the template integration where @PhracturedBlue and @tetienne were tagged automatically.
(issue comment from reviewer) [2021-07-06T14:32:47Z] @FrnchFrgg I'm not listed as a codeowner of the template integration though, so it's correct that I'm not tagged
https://github.com/home-assistant/core/blob/81fe3583c9b2a070fa301330529d61f08d91e5dd/homeassistant/components/template/manifest.json#L5

This PR adds @home-assistant/core as codeowner: https://github.com/home-assistant/core/pull/52592

(I've hidden most of the discussion about codeowners as off topic)
(issue comment from reviewer) [2021-10-05T14:55:06Z] @davidlang42 Please see my comments here: https://github.com/home-assistant/core/pull/50107#issuecomment-873970660, the first one is a matter of style so not required but number 2 or 3 needs to be addressed.
(issue comment from author) [2021-10-06T01:34:19Z] > @davidlang42 Please see my comments here: [#50107 (comment)](https://github.com/home-assistant/core/pull/50107#issuecomment-873970660), the first one is a matter of style so not required but number 2 or 3 needs to be addressed.

Thanks @emontnemery , I fully intend to finish this off but unfortunately I've got my university thesis due on 9th November so will be prioritising that for the next month. Is it possible to keep this PR open for another month? If not, that's okay, I'll just start a new one when I can finish it
(issue comment from reviewer) [2021-10-06T06:53:44Z] @davidlang42 sure, no problem 👍 "
127948,Create repair asking user to remove duplicate config entries,2024-10-08 17:18:33+00:00,2024-10-30 15:32:30+00:00,merged,4,0,20,https://github.com/home-assistant/core/pull/127948,New feature (which adds functionality to an existing integration),248,2024-10-29T12:10:57Z,homeassistant,emontnemery,"(issue comment from author) [2024-10-08T18:23:37Z] Needs https://github.com/home-assistant/core/pull/127949 for tests to pass
(issue comment from reviewer) [2024-10-30T15:23:56Z] ~Note: this created some unused snapshots.~
```
4 snapshots unused.
Unused test_as_dict, test_unique_id_collision_issues, test_unique_id_collision_issues.1, test_unique_id_collision_issues.2 (tests/snapshots/test_config_entries.ambr)
```

~See #129311 and https://github.com/home-assistant/core/actions/runs/11595642782/job/32285212462~

Edit: or maybe it is a bug in the implementation of 129311..."
118544,Add Home Connect child lock,2024-05-31 09:24:33+00:00,2024-06-22 12:02:31+00:00,merged,2,0,21,https://github.com/home-assistant/core/pull/118544,New feature (which adds functionality to an existing integration),45,2024-06-21T11:26:37Z,home_connect,erwindouna,
120886,Add config flow for platform button in Template,2024-06-30 21:50:37+00:00,2024-07-10 20:01:53+00:00,merged,8,2,8,https://github.com/home-assistant/core/pull/120886,New feature (which adds functionality to an existing integration),437,2024-07-09T19:20:19Z,template,dougiteixeira,"(review comment from author) [2024-06-30T21:51:42Z] This is being changed by #120884 to not be part of this PR.
(review comment from author) [2024-06-30T22:04:39Z] This is being changed by #120889 to not be part of this PR."
75260,Add bypass to oscillate function for zehnder comfoconnect,2022-07-15 11:30:07+00:00,2022-12-20 13:05:27+00:00,closed,1,0,157,https://github.com/home-assistant/core/pull/75260,New feature (which adds functionality to an existing integration),14,2022-12-19T12:13:08Z,,,"(issue comment from reviewer) [2022-07-15T11:36:04Z] First contribution to home assistant.
First step is to add the ability to control the bypass to the oscillate function of the entity that also control the speed.
End goal for my contribution is that update the zehnder integration to the latest standards, flow control, add entities trough configuration. (so removing them from the yaml configuration file), and provide a means to set a update interval for this integration. (as the current integration update at every update of the unit, so at least every second).
So any help is welcome. I'm willing to put the time in. I'm a HA user for 2 years now, but git/python is new, (but i have other programming experience.)
(issue comment from reviewer) [2022-08-14T13:17:11Z] Can somebody please take a look at this, i would really like to see that this get added to HA.
(issue comment from reviewer) [2022-08-14T17:56:19Z] > Can somebody please take a look at this, i would really like to see that this get added to HA.

I'm looking into using the new Cloud API that Zehnder has created. This allows me to use cleaner code. The current library is quite messy. I was planning on improving this (especially using asyncio), but I couldn't find the time.
(issue comment from reviewer) [2022-08-14T17:57:36Z] Regarding this PR, I appreciate the effort, but using an oscillate method to control something else is not okay. It would have to be another entity, like a select (on, off, auto) or a switch (on, off).
(issue comment from reviewer) [2022-09-08T12:50:03Z] Okay i understand you point, BUT,
What is the problem with adding this now and based on the above messages, a new integration will be made that uses the new zehnder API. So my point is that we add this PR to HA, and in time a new integration will replace this one that uses the new API.
Would that be something?
(issue comment from reviewer) [2022-09-08T14:46:13Z] It's not just me. This won't be accepted into the Home Assistant codebase. 

I'm also not planning to abandon the local API. The public API would probably be a different integration.
(issue comment from reviewer) [2022-12-19T12:13:08Z] @frank8the9tank This has been implemented (in a different way) in my new custom integration that I hope to submit as a replacement after some more testing.

I'll close this PR, but thanks a lot for your time and patience in this!

If you want, you can install the update trough HACS.

See https://github.com/michaelarnauts/home-assistant-comfoconnect for more information.

You can discuss this at the topic here: https://community.home-assistant.io/t/zehnder-comfoconnect-component/82522/82?u=michaelarnauts"
123311,Add Valve platform to Matter integration,2024-08-07 21:50:47+00:00,2024-09-26 19:06:40+00:00,merged,5,26,48,https://github.com/home-assistant/core/pull/123311,New feature (which adds functionality to an existing integration),550,2024-09-25T18:19:10Z,matter,lboue,"(issue comment from author) [2024-08-08T05:43:34Z] Hello,

In HA, the Valve type is shared with water and gas but not in Matter specs.
Do you have any recommendations regarding this addition to support Matter WaterValve device type?

(review comment from reviewer) [2024-08-09T10:33:34Z] Only add attributes here that are mandatory in the spec
(review comment from reviewer) [2024-08-09T10:34:05Z] why is this ?
(review comment from reviewer) [2024-08-09T10:35:31Z] this needs to be in the calculate features
(review comment from reviewer) [2024-08-09T10:36:19Z] no need to set this in each atrribute callback, move it to the ValveEntityDescription
(review comment from reviewer) [2024-08-09T10:37:21Z] ```suggestion
    """"""Currently ongoing operations enumeration for Matter water valve.""""""
```
(review comment from reviewer) [2024-08-09T10:38:13Z] If this is dynamic, move it to the ""calculate_features"" logic. We can also extend the discovery schema logic to move it there
(review comment from reviewer) [2024-08-09T10:43:39Z] ```suggestion
```
(review comment from author) [2024-08-09T12:20:18Z] I mixed it with the file used as an example: cover.py
(issue comment from author) [2024-08-09T14:33:16Z] It sould be OK now.
(issue comment from author) [2024-09-25T05:16:13Z] Thanks Marcel
(review comment from reviewer) [2024-09-25T12:42:34Z] ```suggestion
ValveConfigurationAndControl = clusters.ValveConfigurationAndControl
```
(review comment from reviewer) [2024-09-25T12:43:40Z] ```suggestion
        if feature_map & ValveConfigurationAndControl.Bitmaps.Feature.kLevel:
```
(review comment from reviewer) [2024-09-25T12:44:18Z] ```suggestion
ValveStateEnum = ValveConfigurationAndControl.Enums.ValveStateEnum
```
(review comment from reviewer) [2024-09-25T12:44:35Z] ```suggestion
            ValveConfigurationAndControl.Commands.Open()
```
(review comment from reviewer) [2024-09-25T12:44:51Z] ```suggestion
            ValveConfigurationAndControl.Commands.Close()
```
(review comment from reviewer) [2024-09-25T12:45:03Z] ```suggestion
            ValveConfigurationAndControl.Commands.Open(targetLevel=position)
```
(review comment from reviewer) [2024-09-25T12:45:21Z] ```suggestion
            ValveConfigurationAndControl.Attributes.CurrentState
```
(review comment from reviewer) [2024-09-25T12:45:30Z] ```suggestion
            ValveConfigurationAndControl.Attributes.TargetState
```
(review comment from reviewer) [2024-09-25T12:45:48Z] ```suggestion
                ValveConfigurationAndControl.Attributes.CurrentLevel
```
(review comment from reviewer) [2024-09-25T12:45:59Z] ```suggestion
                ValveConfigurationAndControl.Attributes.FeatureMap
```
(review comment from reviewer) [2024-09-25T12:46:24Z] ```suggestion
            ValveConfigurationAndControl.Attributes.CurrentState,
            ValveConfigurationAndControl.Attributes.TargetState,
```
(review comment from reviewer) [2024-09-25T12:46:33Z] ```suggestion
            ValveConfigurationAndControl.Attributes.CurrentLevel,
```
(review comment from reviewer) [2024-09-25T12:48:30Z] We're missing tests for a device that supports set position.
(review comment from reviewer) [2024-09-25T12:50:45Z] We're missing tests for state updates.
(review comment from reviewer) [2024-09-25T12:51:51Z] ```suggestion
        await self.send_device_command(ValveConfigurationAndControl.Commands.Open())
```
(review comment from reviewer) [2024-09-25T12:52:05Z] ```suggestion
        await self.send_device_command(ValveConfigurationAndControl.Commands.Close())
```
(review comment from reviewer) [2024-09-25T12:52:45Z] ```suggestion
        optional_attributes=(ValveConfigurationAndControl.Attributes.CurrentLevel,),
```
(review comment from reviewer) [2024-09-25T15:08:48Z] tests added
(issue comment from reviewer) [2024-09-25T16:14:24Z] > I think we should either add tests for a device that supports set position or remove that support.

Problem is that most of all integration support is based on theoretical specs and we know if it works once the first device pops up. 

Maybe the device in the dump actually has set_position support btw 
(issue comment from reviewer) [2024-09-25T16:22:46Z] > I think we should either add tests for a device that supports set position or remove that support.

tests added for position"
115715,Add more supervisor info to system info panel,2024-04-16 20:03:28+00:00,2024-05-29 16:02:16+00:00,merged,13,1,41,https://github.com/home-assistant/core/pull/115715,New feature (which adds functionality to an existing integration),147,2024-05-28T14:14:42Z,hassio,mdegat01,"(review comment from reviewer) [2024-04-22T13:27:36Z] Let's add Supervisor internet connection info here too. You've already added `supervisor_internet` in the test below, so I assume you had in mind?"
89277,Add door lock device type to matter integration,2023-03-07 10:06:02+00:00,2023-03-28 16:38:59+00:00,merged,6,16,13,https://github.com/home-assistant/core/pull/89277,New feature (which adds functionality to an existing integration),774,2023-03-21T00:29:34Z,matter,ArturoGuerra,"(review comment from reviewer) [2023-03-07T10:20:50Z] ```suggestion
        # restrict device type to prevent discovery by the wrong platform
```
(review comment from reviewer) [2023-03-07T10:23:35Z] ```suggestion
```
(review comment from reviewer) [2023-03-07T10:23:48Z] ```suggestion
```
(review comment from reviewer) [2023-03-07T10:25:16Z] ```suggestion
        # LockState is a required attribute in the discovery schema.
        assert lock_state is not None
```
(review comment from reviewer) [2023-03-07T10:25:58Z] Can this happen?
(review comment from reviewer) [2023-03-07T10:28:14Z] Please break long strings and comments around 88 characters per line at minimum. Docstrings should not be longer than 72 characters per line according to PEP8.

```suggestion
    """"""Temp enum that represents the features of a door lock.

    Should be replaced by the library provided one once that is released.
    """"""
```
(review comment from reviewer) [2023-03-07T10:33:18Z] ```suggestion
        # restrict device type to prevent discovery by the wrong platform
```
(review comment from reviewer) [2023-03-07T10:36:08Z] Can we use a base 10 integer (257) instead?
(review comment from reviewer) [2023-03-07T10:38:14Z] I'd import and compare with the lock state constants, `STATE_LOCKED` etc.
(review comment from author) [2023-03-07T23:55:28Z] Yeah sorta, it can happen when the device is transitioning from a locked to an unlocked state or vise-versa I just don't think there is a nice way to handle that state. other than ignoring it since it doesn't tell you what the current state is so setting the is_unlocking/is_locking attributes is not really possible and won't be 100% accurate 
(review comment from reviewer) [2023-03-08T02:45:44Z] What other device states are there?

We do know what the current entity state is, if that helps?
(review comment from reviewer) [2023-03-08T02:48:10Z] This is a common state found in the const.py module.
(review comment from author) [2023-03-08T04:54:55Z] The only other state is not fully locked, ill see if I can maybe use it to set the is_unlocking and is_locking attributes
(review comment from reviewer) [2023-03-08T08:29:13Z] ```suggestion
            if self.is_locked is True:
```
(review comment from reviewer) [2023-03-08T08:29:31Z] ```suggestion
            elif self.is_locked is False:
```
(review comment from reviewer) [2023-03-08T08:31:24Z] I don't think we need a warning. Unknown state is a known concept in Home Assistant. Keep the comment but move it above the state attribute modification in this block.
(issue comment from reviewer) [2023-03-09T06:00:00Z] Please link a docs PR that adds lock to the `ha_platforms` front matter at the top of the page.
(issue comment from reviewer) [2023-03-09T06:00:44Z] When ready please make this PR ready for review again.
(issue comment from author) [2023-03-09T06:37:25Z] Yeah just waiting on @marcelveldt to test it with a physical lock want to make sure it behaves correctly once a pin is set
(issue comment from reviewer) [2023-03-20T21:59:06Z] > Yeah just waiting on @marcelveldt to test it with a physical lock want to make sure it behaves correctly once a pin is set

Like discussed on discord, the testing with the real device did not go well but not the PR but the lock is to blame. As this PR is about laying foundation and that initial tests with the test app, I'd say we continue with this PR and merge it once the docs are ready. 

I will make sure to test the real lock device once that is possible and I'll PR any follow up changes that may come from that."
48344,Add support for Suppla POWERSWITCH device type,2021-03-25 23:20:37+00:00,2021-05-04 10:01:45+00:00,closed,1,0,38,https://github.com/home-assistant/core/pull/48344,New feature (which adds functionality to an existing integration),1,2021-05-03T09:56:13Z,supla,mkrzywie,"(issue comment from reviewer) [2021-03-25T23:20:38Z] Hi @mkrzywie, 

It seems you haven't yet signed a CLA. Please do so [here](https://home-assistant.io/developers/cla_sign_start/?pr=home-assistant&#x2F;core#48344).

Once you do that we will be able to review and accept this pull request.

Thanks!

(issue comment from author) [2021-04-25T06:00:59Z] It's simple change - easy review. Could someone take a look?
(issue comment from reviewer) [2021-04-26T07:54:54Z] Hi! Thanks for the patch! I don't have any Supla switches of this type, so I can not test it. But as far as I can tell, it will not break anything for people not using it so Looks Good To Me.
(issue comment from author) [2021-05-03T09:59:06Z] Will keep it private"
74258,Add Aladdin Connect wifi_rssi and battery_level sensors,2022-06-30 15:58:47+00:00,2022-07-15 13:16:33+00:00,merged,3,14,13,https://github.com/home-assistant/core/pull/74258,New feature (which adds functionality to an existing integration),130,2022-07-14T09:09:28Z,,,"(review comment from reviewer) [2022-06-30T16:44:24Z] Please revert this change.
(review comment from reviewer) [2022-06-30T16:45:34Z] Please disable this entity by default with the `entity_registry_enabled_default` description attribute.

RSSI measurements are known to be spammy and not interesting for the normal user.
(review comment from reviewer) [2022-06-30T16:49:50Z] Please use the entity description to set the correct native unit of measurement.

https://github.com/home-assistant/core/blob/d38e8e213a0434f53dd043ac2c9976c761dd9476/homeassistant/components/sensor/__init__.py#L255
(review comment from reviewer) [2022-06-30T16:54:34Z] Please add a custom attribute that holds a function that accepts the client and more parameters as needed and returns the correct device data, in a mixin dataclass for the entity description.

Example:

https://github.com/home-assistant/core/blob/d38e8e213a0434f53dd043ac2c9976c761dd9476/homeassistant/components/wled/sensor.py#L34-L60
(review comment from reviewer) [2022-07-13T09:23:35Z] This change is already merged into dev branch. Please rebase the PR branch on latest dev branch.
(review comment from reviewer) [2022-07-13T09:24:28Z] Can we remove this?
```suggestion
```
(review comment from reviewer) [2022-07-13T09:32:19Z] ```suggestion
        name=""Battery level"",
```
(review comment from reviewer) [2022-07-13T09:32:35Z] ```suggestion
        name=""Wi-Fi RSSI"",
```
(review comment from reviewer) [2022-07-13T09:33:27Z] Missing state class

```suggestion
        native_unit_of_measurement=PERCENTAGE,
        state_class=SensorStateClass.MEASUREMENT,
```
(review comment from reviewer) [2022-07-13T09:36:11Z] Ideally, this PR should add/set DeviceInfo, which would allow using the entity naming style correct as well (resulting in the removal of the _attr_name line).

<https://developers.home-assistant.io/blog/2022/07/10/entity_naming>

Besides, it opens up device automations and makes it show up as an actual device in the UI as well.
(review comment from reviewer) [2022-07-13T17:15:22Z] I think I did this right... 
(review comment from reviewer) [2022-07-13T21:11:30Z] Please put this property below the init method.
(review comment from reviewer) [2022-07-13T21:15:22Z] We also need to set `self._attr_has_entity_name` to True.

https://developers.home-assistant.io/docs/core/entity/#entity-naming
(review comment from reviewer) [2022-07-13T23:45:27Z] That explains why the entity names were not ""right""/changed - thanks for the feedback."
98164,Migrate Epson to has entity name,2023-08-10 11:44:23+00:00,2023-11-27 22:05:36+00:00,merged,2,11,107,https://github.com/home-assistant/core/pull/98164,New feature (which adds functionality to an existing integration),88,2023-11-26T10:42:30Z,epson,joostlek,"(issue comment from author) [2023-08-20T20:53:35Z] There's a function after the `__init__` that sets the unique id if it's not set, so every Epson projector has an unique_id
(issue comment from reviewer) [2023-08-20T21:21:26Z] Yes, I see that, but what calls it?  All the device info assignment is skipped if there is no unique_id set at first init. Am I missing something?
(review comment from reviewer) [2023-08-24T17:57:28Z] This is only used for the device, and thus can be committed, as de device name will automatically fallback to the entry title.
(review comment from reviewer) [2023-08-24T17:57:39Z] Related to the above comment.
(review comment from reviewer) [2023-08-25T08:30:41Z] Why was this check removed?
(review comment from author) [2023-08-25T08:40:46Z] Because this is set in the config entry. And if it wasn't present, there's a function here that restores that unique id if it wasn't set for some reason
(review comment from reviewer) [2023-08-25T08:41:46Z] Right, but looking upstream, it seems that the method that gets the serial can return `None`?
(review comment from reviewer) [2023-08-25T08:47:32Z] fyi projector returns serial only if it's turned on and only if it is newer model. Olders models don't return anything on serial request.
(review comment from author) [2023-08-25T08:48:58Z] So older models don't have any unique_id?
(review comment from reviewer) [2023-08-25T08:51:54Z] Ok, sorry, my review comment earlier https://github.com/home-assistant/core/pull/98164#pullrequestreview-1575659064 might have led down an unhelpful path.  If there is a scenario that can result in SN=`None`, then the check is needed, but how would all the other parameters (model mfr etc) be set in that case?

Maybe set `manufacturer` and `model` in all cases, and set `identifiers`, `via_device` only when you have a unique id during init?  

Sorry, my understanding of how this all works is not complete.
(review comment from author) [2023-08-25T09:08:35Z] I haven't seen a device without identifiers yet, so I am not 100% sure if that works like expected. My current suggestion is to use the entry id if there is no unique id available, what do we think about that?
(review comment from reviewer) [2023-08-25T09:43:44Z] Indeed if the projector is 'busy' [it could return SN=`None`](https://github.com/pszafer/epson_projector/blob/f9efe665e3a3b379bf1d7f637b87b66ac18a7ddd/epson_projector/projector_serial.py#L141) 

Can a pytest be added to verify that everything still works if no serial number is returned?  It feels like this is a scenario we need to remain compliant with in the future.
(review comment from reviewer) [2023-11-26T21:35:13Z] Please only refer to `Entity` instances as `entity`. Rename this to eg `entity_entry`."
88603,Add support for bluetooth pairing in esphome,2023-02-22 14:09:23+00:00,2023-03-08 01:29:34+00:00,merged,1,0,12,https://github.com/home-assistant/core/pull/88603,New feature (which adds functionality to an existing integration),25,2023-03-07T00:24:36Z,esphome,bdraco,"(issue comment from author) [2023-03-06T22:54:07Z] I think we should do the `aioesphomeapi` bump in a fresh PR in case we need to backport more fixes to 2023.3.x so whoever is doing a patch release doesn't have to deal with cherry-pick pain if there is a conflict.
(issue comment from author) [2023-03-06T22:55:16Z] I'll push another branch shortly
(issue comment from author) [2023-03-06T22:55:39Z] https://github.com/home-assistant/core/pull/89262"
