PR Number,Title,Created At,Updated At,State,Files Changed,Total Comments,Decision Time,URL,Type of Change,LOC Changed,Closed Date,Integration,Author
50913,Add Nobø Ecohub integration,2021-05-20 18:54:48+00:00,2022-09-04 14:01:45+00:00,merged,14,252,470,https://github.com/home-assistant/core/pull/50913,New integration (thank you!),922,2022-09-03T08:11:40Z,nobo_hub,oyvindwe
120382,Add madvr envy integration,2024-06-25 03:15:33+00:00,2024-07-08 19:01:43+00:00,merged,22,211,12,https://github.com/home-assistant/core/pull/120382,New integration (thank you!),760,2024-07-07T18:41:53Z,madvr,iloveicedgreentea
124584,Add Aruba Instant On integration,2024-08-25 17:22:33+00:00,2024-11-01 22:01:56+00:00,closed,8,0,67,https://github.com/home-assistant/core/pull/124584,New integration (thank you!),115,2024-10-31T21:05:24Z,aruba_instant_on,maxmouchet
63155,Add Remootio integration,2021-12-31 21:19:04+00:00,2024-07-06 19:01:56+00:00,closed,16,181,916,https://github.com/home-assistant/core/pull/63155,New integration (thank you!),1572,2024-07-05T18:11:11Z,remootio,ivgg-me
96380,Add wake word integration ,2023-07-11 22:25:59+00:00,2023-08-18 21:20:22+00:00,merged,28,72,27,https://github.com/home-assistant/core/pull/96380,New integration (thank you!),1829,2023-08-08T02:22:16Z,assist_pipeline,synesthesiam
60541,Add Ecowitt sensor integration,2021-11-29 13:12:58+00:00,2022-09-01 11:01:52+00:00,closed,17,17,274,https://github.com/home-assistant/core/pull/60541,New integration (thank you!),1285,2022-08-31T10:51:40Z,ecowitt,garbled1
60080,Tuya Alarm Initial commit,2021-11-21 12:24:42+00:00,2022-01-08 14:01:37+00:00,merged,3,38,47,https://github.com/home-assistant/core/pull/60080,New integration (thank you!),143,2022-01-07T13:20:30Z,tuya,leeyuentuen
55029,Add contec controllers integration,2021-08-22 18:39:53+00:00,2022-03-15 19:02:03+00:00,closed,13,41,204,https://github.com/home-assistant/core/pull/55029,New integration (thank you!),398,2022-03-14T18:50:30Z,contec_controllers,ofir-haviv
65000,Huawei Solar Integration,2022-01-26 20:48:10+00:00,2023-10-07 10:02:00+00:00,closed,16,19,617,https://github.com/home-assistant/core/pull/65000,New integration (thank you!),1439,2023-10-06T09:40:05Z,huawei_solar,wlcrs
88767,Add lifetime_total helper integration,2023-02-25 21:44:03+00:00,2023-06-19 14:10:20+00:00,closed,13,0,112,https://github.com/home-assistant/core/pull/88767,New integration (thank you!),472,2023-06-18T13:05:24Z,lifetime_total,avee87
103119,Add SEMS Portal integration,2023-10-31 11:13:07+00:00,2023-11-20 12:05:18+00:00,closed,16,15,19,https://github.com/home-assistant/core/pull/103119,New integration (thank you!),659,2023-11-19T11:42:24Z,sems_portal,andrewgierens
55954,New integration: Poolstation,2021-09-08 09:58:43+00:00,2022-02-15 20:01:50+00:00,closed,17,57,159,https://github.com/home-assistant/core/pull/55954,New integration (thank you!),651,2022-02-14T19:59:29Z,poolstation,cibernox
88140,Add waterkotte heatpump,2023-02-14 22:19:39+00:00,2023-06-19 13:04:12+00:00,closed,18,35,123,https://github.com/home-assistant/core/pull/88140,New integration (thank you!),759,2023-06-18T12:06:23Z,waterkotte_heatpump,chboland
68714,Add Philips air purifier integration,2022-03-26 19:13:29+00:00,2022-10-05 18:07:53+00:00,closed,16,33,191,https://github.com/home-assistant/core/pull/68714,New integration (thank you!),407,2022-10-04T17:49:02Z,philips_air_purifier,mfrister
58720,Add Evil Genius Labs integration,2021-10-29 22:52:53+00:00,2021-11-09 17:11:37+00:00,merged,21,23,9,https://github.com/home-assistant/core/pull/58720,New integration (thank you!),971,2021-11-08T16:56:27Z,evil_genius_labs,balloob
50998,Adax heaters,2021-05-23 13:58:25+00:00,2021-07-25 07:13:45+00:00,merged,14,23,58,https://github.com/home-assistant/core/pull/50998,New integration (thank you!),389,2021-07-21T08:25:46Z,adax,Danielhiversen
120658,Add iskra integration,2024-06-27 10:27:56+00:00,2024-07-09 07:01:55+00:00,closed,1521,0,10,https://github.com/home-assistant/core/pull/120658,New integration (thank you!),52416,2024-07-08T06:22:57Z,iskra,iskrakranj
118111,Introduce Sunsynk web api integration,2024-05-25 11:24:09+00:00,2024-06-16 07:02:36+00:00,closed,17,93,20,https://github.com/home-assistant/core/pull/118111,New integration (thank you!),957,2024-06-15T06:39:59Z,sunsynkweb,francoisverbeek
44929,Add Meater integration,2021-01-07 21:14:37+00:00,2022-05-13 14:35:22+00:00,merged,14,102,448,https://github.com/home-assistant/core/pull/44929,New integration (thank you!),427,2022-04-01T13:11:37Z,meater,Sotolotl
52030,Add gandi livedns integration,2021-06-20 10:33:25+00:00,2022-05-06 09:01:59+00:00,closed,10,14,318,https://github.com/home-assistant/core/pull/52030,New integration (thank you!),377,2022-05-05T08:11:15Z,gandi_livedns,flexy2dd
60379,Add Open-Meteo integration,2021-11-25 22:57:43+00:00,2022-03-10 08:34:23+00:00,merged,20,28,10,https://github.com/home-assistant/core/pull/60379,New integration (thank you!),7114,2021-12-06T18:01:12Z,open_meteo,frenck
52001,Add energy integration,2021-06-18 21:28:54+00:00,2021-07-27 17:08:48+00:00,merged,20,40,37,https://github.com/home-assistant/core/pull/52001,New integration (thank you!),1145,2021-07-26T16:37:38Z,history,bramkragten
82285,Add signal_messenger_jsonrpc notification,2022-11-17 19:30:21+00:00,2023-02-21 15:02:07+00:00,closed,7,2,94,https://github.com/home-assistant/core/pull/82285,New integration (thank you!),221,2023-02-20T13:35:58Z,,
90875,Add new integration KAT Bulgaria,2023-04-05 19:34:45+00:00,2023-06-24 07:01:48+00:00,closed,17,36,77,https://github.com/home-assistant/core/pull/90875,New integration (thank you!),649,2023-06-22T13:13:06Z,kat_bulgaria,Nedevski
113065,Add GoDice integration,2024-03-11 13:35:02+00:00,2024-09-13 21:01:49+00:00,closed,16,66,185,https://github.com/home-assistant/core/pull/113065,New integration (thank you!),618,2024-09-12T20:05:44Z,godice,anton-ptashnik
81223,TP-Link Omada integration,2022-10-29 20:47:18+00:00,2023-02-07 16:01:55+00:00,merged,21,29,99,https://github.com/home-assistant/core/pull/81223,New integration (thank you!),967,2023-02-06T15:57:19Z,,
107054,Add Linknlink Integration,2024-01-04 05:48:57+00:00,2024-03-28 11:04:41+00:00,closed,17,40,83,https://github.com/home-assistant/core/pull/107054,New integration (thank you!),1462,2024-03-27T11:04:36Z,linknlink,xuanxuan000
65089,Fivem integration,2022-01-27 21:47:14+00:00,2022-02-09 16:08:11+00:00,merged,15,60,11,https://github.com/home-assistant/core/pull/65089,New integration (thank you!),627,2022-02-08T09:27:11Z,fivem,Sander0542
65090,Add laundrify integration,2022-01-27 21:58:51+00:00,2022-06-02 20:02:07+00:00,merged,22,115,113,https://github.com/home-assistant/core/pull/65090,New integration (thank you!),709,2022-05-21T19:18:01Z,laundrify,xLarry
45866,Add devolo home network integration,2021-02-02 15:42:11+00:00,2021-10-30 06:01:50+00:00,merged,21,55,268,https://github.com/home-assistant/core/pull/45866,New integration (thank you!),1007,2021-10-28T20:42:10Z,devolo_home_network,Shutgun
102291,Add integration lamarzocco,2023-10-19 07:14:04+00:00,2024-01-17 16:01:57+00:00,merged,24,143,89,https://github.com/home-assistant/core/pull/102291,New integration (thank you!),1482,2024-01-16T14:24:16Z,lamarzocco,zweckj
62451,Add Hyundai/Kia Connect integration,2021-12-20 22:17:46+00:00,2022-07-16 13:06:46+00:00,closed,15,87,206,https://github.com/home-assistant/core/pull/62451,New integration (thank you!),748,2022-07-15T12:07:32Z,hyundai_kia_connect,fuatakgun
110816,Add Fyta integration,2024-02-17 20:07:52+00:00,2024-03-16 18:01:50+00:00,merged,18,231,26,https://github.com/home-assistant/core/pull/110816,New integration (thank you!),652,2024-03-15T17:13:35Z,fyta,dontinelli
82328,Google Assistant SDK integration,2022-11-18 14:34:08+00:00,2022-12-10 17:01:46+00:00,merged,22,6,21,https://github.com/home-assistant/core/pull/82328,New integration (thank you!),913,2022-12-09T15:14:44Z,,
51136,Add support for Frigidaire AC,2021-05-27 01:24:21+00:00,2022-02-15 21:01:55+00:00,closed,14,40,263,https://github.com/home-assistant/core/pull/51136,New integration (thank you!),691,2022-02-14T20:22:34Z,frigidaire,bm1549
60555,Add WalkingPad integration,2021-11-29 20:21:04+00:00,2021-12-14 12:01:57+00:00,closed,1829,3,13,https://github.com/home-assistant/core/pull/60555,New integration (thank you!),50434,2021-12-13T11:33:50Z,walkingpad,evgeniavolkova
54280,Add new integration Discovergy,2021-08-08 18:55:41+00:00,2023-06-08 15:04:39+00:00,merged,19,77,666,https://github.com/home-assistant/core/pull/54280,New integration (thank you!),1067,2023-06-06T17:44:01Z,discovergy,jpbede
65194,Add PECO power outage counter integration,2022-01-29 18:41:34+00:00,2022-06-13 12:26:48+00:00,merged,17,90,51,https://github.com/home-assistant/core/pull/65194,New integration (thank you!),622,2022-03-21T22:56:54Z,peco,IceBotYT
91436,Add Linear Garage Door integration,2023-04-14 21:21:53+00:00,2023-11-23 09:01:55+00:00,merged,22,45,221,https://github.com/home-assistant/core/pull/91436,New integration (thank you!),1134,2023-11-22T08:35:31Z,linear_garage_door,IceBotYT
48048,Add Leviosa Motor Shades Zone hub integration ,2021-03-17 20:46:04+00:00,2021-08-14 21:01:52+00:00,closed,16,2,148,https://github.com/home-assistant/core/pull/48048,New integration (thank you!),716,2021-08-13T20:07:00Z,leviosa_shades,altersis
75718,Add JustNimbus integration,2022-07-25 13:13:13+00:00,2022-08-10 17:06:44+00:00,merged,16,101,14,https://github.com/home-assistant/core/pull/75718,New integration (thank you!),507,2022-08-08T21:35:05Z,,
101973,Add Browan integration,2023-10-13 22:19:33+00:00,2024-01-17 02:13:16+00:00,closed,20,13,94,https://github.com/home-assistant/core/pull/101973,New integration (thank you!),1026,2024-01-16T01:29:17Z,browan,Oliv4945
56450,Add flukso integration,2021-09-20 11:36:31+00:00,2022-05-31 15:02:43+00:00,closed,16,3,252,https://github.com/home-assistant/core/pull/56450,New integration (thank you!),798,2022-05-30T14:06:24Z,flukso,bertouttier
101634,Add new integration for Leviosa zone,2023-10-08 04:36:34+00:00,2023-11-10 03:01:52+00:00,closed,17,18,31,https://github.com/home-assistant/core/pull/101634,New integration (thank you!),786,2023-11-09T02:51:48Z,leviosa_shades,greg-ha-1990
102184,Add Valve integration,2023-10-17 21:17:54+00:00,2023-12-19 19:01:29+00:00,merged,11,99,61,https://github.com/home-assistant/core/pull/102184,New integration (thank you!),754,2023-12-18T18:48:01Z,poolstation,cibernox
87681,Add smartenergy_goecharger integration,2023-02-08 09:06:46+00:00,2023-08-09 08:02:32+00:00,closed,16,8,180,https://github.com/home-assistant/core/pull/87681,New integration (thank you!),1355,2023-08-08T07:05:21Z,smartenergy_goecharger,IngmarM
76863,Add livisi integration,2022-08-16 12:49:02+00:00,2022-11-08 14:04:23+00:00,merged,15,266,83,https://github.com/home-assistant/core/pull/76863,New integration (thank you!),621,2022-11-07T13:40:23Z,,
44862,Add Barry,2021-01-05 22:17:38+00:00,2021-01-19 10:40:47+00:00,closed,15,0,12,https://github.com/home-assistant/core/pull/44862,New integration (thank you!),311,2021-01-18T09:55:47Z,barry,ThomasBLarsen
99864,Integration for PowerPlanner,2023-09-07 18:24:22+00:00,2023-11-30 22:06:46+00:00,closed,11,21,83,https://github.com/home-assistant/core/pull/99864,New integration (thank you!),302,2023-11-29T21:47:17Z,powerplanner,gurgelx
57124,Add new tomorrow.io integration to replace Climacell - Part 2/3,2021-10-05 16:18:33+00:00,2021-11-16 04:01:42+00:00,merged,10,7,40,https://github.com/home-assistant/core/pull/57124,New integration (thank you!),378,2021-11-15T03:28:39Z,climacell,raman325
94438,Add Miraie AC integration,2023-06-11 20:39:31+00:00,2024-02-20 16:06:52+00:00,closed,13,67,252,https://github.com/home-assistant/core/pull/94438,New integration (thank you!),739,2024-02-19T16:05:47Z,miraie_ac,milothomas
95967,Add new integration refoss,2023-07-06 06:56:02+00:00,2023-09-20 02:07:32+00:00,closed,16,69,74,https://github.com/home-assistant/core/pull/95967,New integration (thank you!),459,2023-09-19T01:34:25Z,refoss,ashionky
71965,Add EVENT_USER_UPDATED,2022-05-16 19:23:19+00:00,2022-06-11 04:04:14+00:00,merged,2,0,24,https://github.com/home-assistant/core/pull/71965,New integration (thank you!),21,2022-06-10T03:49:02Z,,bdraco
62764,Starlink integration,2021-12-25 04:14:50+00:00,2022-05-10 14:06:47+00:00,closed,16,15,134,https://github.com/home-assistant/core/pull/62764,New integration (thank you!),749,2022-05-08T23:24:53Z,starlink,pacorain
53883,Add Livemasjid integration,2021-08-02 19:24:11+00:00,2021-11-08 21:15:18+00:00,closed,10,0,97,https://github.com/home-assistant/core/pull/53883,New integration (thank you!),530,2021-11-07T20:06:34Z,livemasjid,lockhaty
70457,Add Melnor Bluetooth valve watering Integration,2022-04-23 00:02:13+00:00,2022-08-31 22:01:52+00:00,merged,16,44,129,https://github.com/home-assistant/core/pull/70457,New integration (thank you!),620,2022-08-30T21:06:44Z,melnor,vanstinator
87807,Zcs azzurro integration,2023-02-09 22:08:36+00:00,2023-06-25 22:09:16+00:00,closed,29,19,134,https://github.com/home-assistant/core/pull/87807,New integration (thank you!),700,2023-06-24T22:05:02Z,tplink_omada,AlePerla
86551,Add Devialet integration,2023-01-24 18:08:38+00:00,2023-11-29 15:03:05+00:00,merged,29,27,307,https://github.com/home-assistant/core/pull/86551,New integration (thank you!),1317,2023-11-28T12:56:18Z,devialet,fwestenberg
96484,Add Climaveneta i-MXW integration,2023-07-13 14:22:49+00:00,2023-07-25 21:01:53+00:00,closed,7,1,11,https://github.com/home-assistant/core/pull/96484,New integration (thank you!),383,2023-07-24T20:49:23Z,climaveneta_imxw,Tadiern
78790,Add support for Snooz BLE devices,2022-09-19 18:42:31+00:00,2022-10-12 07:08:38+00:00,merged,22,43,21,https://github.com/home-assistant/core/pull/78790,New integration (thank you!),1257,2022-10-10T23:14:28Z,,
91582,Add Connector integration,2023-04-18 06:55:28+00:00,2023-11-30 23:02:01+00:00,closed,15,49,225,https://github.com/home-assistant/core/pull/91582,New integration (thank you!),607,2023-11-29T22:19:52Z,connector,ConnectorGit
103498,Add integration for Vogel's MotionMount,2023-11-06 11:49:05+00:00,2023-12-23 13:01:49+00:00,merged,19,82,45,https://github.com/home-assistant/core/pull/103498,New integration (thank you!),1022,2023-12-22T11:04:58Z,motionmount,RJPoelstra
119642,Add Sensoterra integration ,2024-06-13 21:03:20+00:00,2024-09-13 13:36:55+00:00,merged,18,102,83,https://github.com/home-assistant/core/pull/119642,New integration (thank you!),601,2024-09-05T19:37:44Z,sensoterra,markruys
63671,New integration for Invoxia™ GPS Trackers,2022-01-08 11:48:40+00:00,2024-07-06 19:01:57+00:00,closed,23,59,909,https://github.com/home-assistant/core/pull/63671,New integration (thank you!),1005,2024-07-05T18:08:24Z,gpstracker,ezlo-picori
77976,Add Utility Cost helper component,2022-09-07 20:12:50+00:00,2023-04-24 21:07:39+00:00,closed,13,10,228,https://github.com/home-assistant/core/pull/77976,New integration (thank you!),1034,2023-04-23T21:05:20Z,,
58053,Add QNAP QSW integration,2021-10-19 18:25:51+00:00,2022-05-26 17:51:33+00:00,closed,32,0,144,https://github.com/home-assistant/core/pull/58053,New integration (thank you!),1393,2022-03-12T18:55:25Z,qnap_qsw,Noltari
84081,Add reolink IP NVR/Camera integration,2022-12-15 23:10:51+00:00,2022-12-29 16:03:10+00:00,merged,17,80,11,https://github.com/home-assistant/core/pull/84081,New integration (thank you!),882,2022-12-27T20:15:53Z,reolink,starkillerOG
104684,Add Tessie Integration,2023-11-29 05:15:14+00:00,2023-12-19 01:25:22+00:00,merged,22,129,10,https://github.com/home-assistant/core/pull/104684,New integration (thank you!),1518,2023-12-09T22:46:32Z,tessie,Bre77
77284,Add Airthings BLE component,2022-08-24 20:52:15+00:00,2023-01-22 17:50:03+00:00,merged,18,43,35,https://github.com/home-assistant/core/pull/77284,New integration (thank you!),832,2022-09-29T19:55:45Z,,
53401,Twcmanager integration,2021-07-23 20:32:47+00:00,2022-06-23 19:48:57+00:00,closed,13,25,334,https://github.com/home-assistant/core/pull/53401,New integration (thank you!),365,2022-06-23T19:48:56Z,twcmanager,jherby2k
56062,Add new integration with Micropel PLCs,2021-09-10 13:18:38+00:00,2021-11-30 12:02:10+00:00,closed,11,17,78,https://github.com/home-assistant/core/pull/56062,New integration (thank you!),1107,2021-11-28T13:01:17Z,micropel,vkorecky
59321,Elmax integration,2021-11-07 22:58:40+00:00,2021-12-09 21:01:46+00:00,merged,19,102,29,https://github.com/home-assistant/core/pull/59321,New integration (thank you!),1206,2021-12-07T21:42:55Z,elmax,albertogeniola
90056,Add Tami4 Integration,2023-03-21 15:54:56+00:00,2023-11-11 10:02:01+00:00,merged,19,90,204,https://github.com/home-assistant/core/pull/90056,New integration (thank you!),796,2023-10-12T11:15:26Z,tami4,Guy293
88576,Add PAX BLE integration,2023-02-22 01:52:02+00:00,2023-05-31 09:04:07+00:00,closed,12,1,97,https://github.com/home-assistant/core/pull/88576,New integration (thank you!),1134,2023-05-30T08:05:40Z,pax_ble,eriknn
96399,Add the Duotecno intergration,2023-07-12 07:39:29+00:00,2023-07-26 10:01:58+00:00,merged,16,29,13,https://github.com/home-assistant/core/pull/96399,New integration (thank you!),336,2023-07-25T09:16:00Z,duotecno,cereal2nd
77188,MPRIS Linux HTPC/desktop/laptop media player remote control,2022-08-23 00:17:38+00:00,2024-01-10 14:18:19+00:00,closed,21,141,504,https://github.com/home-assistant/core/pull/77188,New integration (thank you!),1820,2024-01-09T10:48:04Z,,
101731,Add Monzo integration,2023-10-09 22:32:27+00:00,2024-05-08 19:01:47+00:00,merged,24,46,210,https://github.com/home-assistant/core/pull/101731,New integration (thank you!),919,2024-05-07T18:38:58Z,monzo,JakeMartin-ICL
45074,Add AEMET OpenData integration,2021-01-12 08:40:43+00:00,2021-02-14 22:06:22+00:00,merged,31,106,32,https://github.com/home-assistant/core/pull/45074,New integration (thank you!),4398,2021-02-13T20:53:28Z,aemet,Noltari
94994,Add Victron BLE integration,2023-06-21 14:31:39+00:00,2023-11-07 03:01:48+00:00,closed,17,8,137,https://github.com/home-assistant/core/pull/94994,New integration (thank you!),941,2023-11-06T02:51:48Z,sensor,rajlaud
59660,Add `rtsptowebrtc` integration,2021-11-14 00:50:59+00:00,2022-01-02 21:02:04+00:00,merged,14,32,48,https://github.com/home-assistant/core/pull/59660,New integration (thank you!),542,2022-01-01T20:36:32Z,,allenporter
56299,Add Aseko Pool Live integration,2021-09-16 17:07:46+00:00,2021-12-10 07:54:52+00:00,merged,17,14,80,https://github.com/home-assistant/core/pull/56299,New integration (thank you!),423,2021-12-06T03:02:47Z,,milanmeu
88540,Intellidrive reisinger,2023-02-21 13:58:49+00:00,2023-12-17 17:05:30+00:00,closed,16,75,298,https://github.com/home-assistant/core/pull/88540,New integration (thank you!),548,2023-12-16T16:05:14Z,intellidrive,sreisi
100569,Add Husqvarna Automower integration,2023-09-18 21:53:18+00:00,2024-01-24 13:04:53+00:00,closed,15378,37,126,https://github.com/home-assistant/core/pull/100569,New integration (thank you!),2595489,2024-01-23T12:45:27Z,husqvarna_automower,Thomas55555
103422,Add Frank Energie integration,2023-11-05 09:16:58+00:00,2024-02-05 21:01:51+00:00,closed,15,46,91,https://github.com/home-assistant/core/pull/103422,New integration (thank you!),1021,2024-02-04T20:08:31Z,frank_energie,DCSBL
121488,Add Iskra integration,2024-07-08 06:20:54+00:00,2024-09-23 10:16:49+00:00,merged,17,170,58,https://github.com/home-assistant/core/pull/121488,New integration (thank you!),1177,2024-09-04T13:33:24Z,iskra,iskrakranj
91349,Add Contact Energy NZ integration,2023-04-13 10:13:10+00:00,2024-01-27 17:02:08+00:00,closed,18,6,288,https://github.com/home-assistant/core/pull/91349,New integration (thank you!),687,2024-01-26T16:05:21Z,contact_energy_nz,tkhadimullin
48346,Add Whirlpool integration,2021-03-26 00:13:20+00:00,2021-10-07 08:16:03+00:00,merged,16,122,171,https://github.com/home-assistant/core/pull/48346,New integration (thank you!),973,2021-09-13T20:02:34Z,whirlpool,abmantis
116267,Add new integration for Dio Chacon cover devices,2024-04-26 21:57:28+00:00,2024-07-05 15:01:54+00:00,merged,18,141,68,https://github.com/home-assistant/core/pull/116267,New integration (thank you!),830,2024-07-04T14:45:20Z,dio_chacon,cnico
54569,Add Solar Frontier Inverter integration,2021-08-13 00:00:59+00:00,2021-11-25 15:01:57+00:00,closed,6,2,103,https://github.com/home-assistant/core/pull/54569,New integration (thank you!),223,2021-11-24T14:05:06Z,solar_frontier,coen800
